feature,coefficient,abs_coefficient
loan_intent_woe,-1.2917714655240145,1.2917714655240145
previous_default_woe,-1.183824764446212,1.183824764446212
loan_percent_income_woe,-1.0083872718350557,1.0083872718350557
person_home_ownership_woe,-0.9058349141949071,0.9058349141949071
person_income_woe,-0.559749001800323,0.559749001800323
person_emp_length_woe,-0.3699821232668193,0.3699821232668193
